link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes
200820AB,qvdf,202925,202924,,,-1,0,-1,-1,4,,4,1500_1800,1202.352,1.6,1202.352,2.202,27.964,0.717,0.802,0.853,500.0,0.0,0.623,0.355,1.0,426.657,1.169,1.195,0.893,0.0,39.0,33.15,0.498,1.0,27.964,22.95,1234.034,44.129,1234.034,44.129,12.487,6.903,"LINESTRING (-112.446534 33.715240, -112.463350 33.712930)",1200.8,0.0,0.0,0.0,0.0,1202.352,0.0,1006.6,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.686,37.745,36.803,35.862,34.92,33.979,35.399,26.212,24.085,34.058,34.596,37.238,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,1202.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200820BA,qvdf,202924,202925,,,-1,0,-1,-1,4,,4,1500_1800,1174.311,1.544,1174.311,2.178,28.278,0.725,0.783,0.833,500.0,0.0,0.599,0.355,1.0,416.707,1.169,1.195,0.858,0.0,39.0,33.15,0.498,1.0,28.278,23.23,1205.254,42.621,1205.254,42.621,11.717,6.264,"LINESTRING (-112.462914 33.709754, -112.446098 33.712064)",1172.8,0.0,0.0,0.0,0.0,1174.311,0.0,1028.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.69,37.759,36.828,35.897,34.966,34.035,35.856,26.74,24.454,34.748,34.731,37.292,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,1174.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200821AB,qvdf,202925,202923,,,-1,0,-1,-1,2,,2,1500_1800,2287.406,628.227,2287.406,1.417,49.383,0.882,0.424,0.459,900.0,0.0,0.167,0.361,2.0,412.896,1.235,1.177,0.33,0.0,56.0,47.6,0.457,1.0,49.383,41.363,2667.755,54.022,2667.755,54.022,6.384,0.0,"LINESTRING (-112.445319 33.714907, -112.459997 33.726565)",1659.2,0.0,0.0,0.0,0.0,2287.406,0.0,-1545.8,55.977,55.91,55.842,55.774,55.706,55.638,55.571,52.768,55.651,55.746,55.841,55.937,55.966,55.865,55.765,55.664,55.563,55.462,55.361,55.26,55.159,55.058,54.958,54.857,54.756,54.655,51.866,54.772,54.913,55.055,55.197,55.339,55.48,55.622,55.764,55.906,55.7,54.798,53.897,52.995,52.094,51.192,50.291,48.633,45.86,50.718,52.699,54.679,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,2287.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200821BA,qvdf,202923,202925,,,-1,0,-1,-1,2,,2,1500_1800,2248.05,664.332,2248.05,1.412,49.552,0.885,0.416,0.451,900.0,0.0,0.163,0.361,2.0,405.792,1.235,1.177,0.32,0.0,56.0,47.6,0.457,1.0,49.552,41.521,2621.856,52.911,2621.856,52.911,6.092,0.0,"LINESTRING (-112.461991 33.724055, -112.447313 33.712397)",1583.7,0.0,0.0,0.0,0.0,2248.05,0.0,-1708.0,55.975,55.901,55.826,55.752,55.677,55.603,55.528,52.725,55.617,55.721,55.826,55.93,55.963,55.852,55.742,55.631,55.52,55.409,55.299,55.188,55.077,54.967,54.856,54.745,54.634,54.524,51.737,54.651,54.807,54.963,55.118,55.274,55.429,55.585,55.741,55.896,55.708,54.832,53.956,53.08,52.204,51.328,50.452,48.897,46.124,50.883,52.802,54.721,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,2248.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200831AB,qvdf,202909,202908,,,-1,0,-1,-1,2,,2,1500_1800,1493.169,10.124,1493.169,0.827,36.619,0.939,0.277,0.299,900.0,0.0,0.051,0.361,2.0,269.53,1.235,1.177,0.16,0.0,39.0,33.15,0.457,1.0,36.619,30.89,754.02,20.591,754.02,20.591,1.257,0.0,"LINESTRING (-112.452710 33.640116, -112.461465 33.639989)",1483.0,0.0,0.0,0.0,0.0,1493.169,0.0,-654.3,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.999,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,38.999,39.0,39.0,39.0,39.0,39.0,38.897,38.587,38.276,37.966,37.656,37.346,37.036,36.726,34.787,37.274,37.921,38.569,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,1493.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200831BA,qvdf,202908,202909,,,-1,0,-1,-1,2,,2,1500_1800,1093.614,10.076,1093.614,0.807,37.559,0.963,0.203,0.219,900.0,0.0,0.03,0.361,2.0,197.407,1.235,1.177,0.094,0.0,39.0,33.15,0.457,1.0,37.559,31.778,552.253,14.704,552.253,14.704,0.543,0.0,"LINESTRING (-112.461419 33.636783, -112.452664 33.636910)",1083.5,0.0,0.0,0.0,0.0,1093.614,0.0,-403.3,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.999,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,38.999,39.0,39.0,39.0,39.0,39.0,38.939,38.754,38.57,38.385,38.201,38.016,37.832,37.647,35.711,37.992,38.37,38.748,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1093.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200833AB,qvdf,202905,202904,,,-1,0,-1,-1,4,,4,1500_1800,1.114,0.0,1.114,3.266,40.0,1.0,0.001,0.001,500.0,0.0,0.0,0.355,1.0,0.395,1.169,1.195,0.0,0.0,40.0,34.0,0.498,1.0,40.0,34.0,2.426,0.061,2.426,0.061,0.0,0.0,"LINESTRING (-112.478596 33.680470, -112.440812 33.680415)",1.1,0.0,0.0,0.0,0.0,1.114,0.0,-6.7,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200833BA,qvdf,202904,202905,,,-1,0,-1,1,4,,4,1500_1800,1.919,0.0,1.919,3.266,40.0,1.0,0.001,0.001,500.0,0.0,0.0,0.355,1.0,0.681,1.169,1.195,0.0,0.0,40.0,34.0,0.498,1.0,40.0,34.0,4.178,0.104,4.178,0.104,0.0,0.0,"LINESTRING (-112.440808 33.683621, -112.478592 33.683676)",1.9,0.0,0.0,0.0,0.0,1.919,0.0,-7.3,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200846AB,qvdf,615,202905,,,-1,0,-1,-1,9,,9,1500_1800,1.114,0.0,1.114,3.66,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,0.044,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,1.36,0.068,1.36,0.068,0.0,0.0,"LINESTRING (-112.462929 33.694446, -112.479483 33.683406)",1.1,0.0,0.0,0.0,0.0,1.114,0.0,-6.4,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200846BA,qvdf,202905,615,,,-1,0,-1,-1,9,,9,1500_1800,1.919,0.0,1.919,3.66,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,0.076,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,2.341,0.117,2.341,0.117,0.0,0.0,"LINESTRING (-112.477705 33.680740, -112.461151 33.691780)",1.9,0.0,0.0,0.0,0.0,1.919,0.0,-7.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
